id,domain,title,status,evidence,notes,source
T-0266,third-party,moniquemoguel/Third-Party-Vendor-Risk-Assessment-Template/docs/framework-mapping.md,reference,https://github.com/moniquemoguel/Third-Party-Vendor-Risk-Assessment-Template,Standard: soc-2-trust-criteria,third-party-research
T-0267,third-party,Mr-Infect/AI-penetration-testing/LLM08.md,reference,https://github.com/Mr-Infect/AI-penetration-testing,Standard: owasp-top-10,third-party-research
T-0268,third-party,Mr-Infect/AI-penetration-testing/LLM10.md,reference,https://github.com/Mr-Infect/AI-penetration-testing,Standard: owasp-top-10,third-party-research
T-0269,third-party,mrwadams/stride-gpt/README.md,reference,https://github.com/mrwadams/stride-gpt,Standard: stride-threat,third-party-research
T-0270,third-party,mschwager/route-detect/README.md,reference,https://github.com/mschwager/route-detect,Standard: cwe-top-25,third-party-research
T-0271,third-party,mukul975/Anthropic-Cybersecurity-Skills/skills/securing-aws-iam-permissions/SKILL.md,reference,https://github.com/mukul975/Anthropic-Cybersecurity-Skills,Standard: cis-benchmark-controls,third-party-research
T-0272,third-party,mukul975/Privacy-Data-Protection-Skills/skills/privacy/gdpr-compliance-audit/SKILL.md,reference,https://github.com/mukul975/Privacy-Data-Protection-Skills,Standard: iso-27001-controls,third-party-research
T-0273,third-party,NarendraKarki/ai-security-lab/docs/LAB-JOURNAL.md,reference,https://github.com/NarendraKarki/ai-security-lab,Standard: atlas-attack,third-party-research
T-0274,third-party,netresearch/security-audit-skill/AGENTS.md,reference,https://github.com/netresearch/security-audit-skill,Standard: cwe-top-25,third-party-research
T-0275,third-party,Njones17/AI-agent-master-cyber-skills-list/skills/cloud-security/implementing-gcp-binary-authorization/references/standards.md,reference,https://github.com/Njones17/AI-agent-master-cyber-skills-list,Standard: slsa-framework-levels,third-party-research
T-0276,third-party,nocomplexity/SecurityArchitecture/architecture/securitymodels.md,reference,https://github.com/nocomplexity/SecurityArchitecture,Standard: samm-model,third-party-research
T-0277,third-party,notthehiddenwiki/NTHW/Academy/Compliance/ISO27001.md,reference,https://github.com/notthehiddenwiki/NTHW,Standard: iso-27001-controls,third-party-research
T-0278,third-party,nuroctane/nur-cli/skills/security/implementing-gcp-binary-authorization/references/standards.md,reference,https://github.com/nuroctane/nur-cli,Standard: slsa-framework-levels,third-party-research
T-0279,third-party,NyxFoundation/speca/CLAUDE.md,reference,https://github.com/NyxFoundation/speca,Standard: cwe-top-25,third-party-research
T-0280,third-party,obscuritylabs/OS-CFDB/phishing/spear_phishing_weaknesses.md,reference,https://github.com/obscuritylabs/OS-CFDB,Standard: nist-800-53-controls,third-party-research
T-0281,third-party,obscuritylabs/OS-CFDB/web/XSS/stored_xss.md,reference,https://github.com/obscuritylabs/OS-CFDB,Standard: nist-800-53-controls,third-party-research
T-0282,third-party,obscuritylabs/OS-CFDB/windows/default_administrator_enabled.md,reference,https://github.com/obscuritylabs/OS-CFDB,Standard: nist-800-53-controls,third-party-research
T-0283,third-party,obscuritylabs/OS-CFDB/windows/firewall_misconfiguration.md,reference,https://github.com/obscuritylabs/OS-CFDB,Standard: nist-800-53-controls,third-party-research
T-0284,third-party,obscuritylabs/OS-CFDB/windows/insecure_credential_storage.md,reference,https://github.com/obscuritylabs/OS-CFDB,Standard: nist-800-53-controls,third-party-research
T-0285,third-party,obscuritylabs/OS-CFDB/windows/insecure_file_shares.md,reference,https://github.com/obscuritylabs/OS-CFDB,Standard: nist-800-53-controls,third-party-research
T-0286,third-party,obscuritylabs/OS-CFDB/windows/insecure_sysvol_scripts.md,reference,https://github.com/obscuritylabs/OS-CFDB,Standard: nist-800-53-controls,third-party-research
T-0287,third-party,obscuritylabs/OS-CFDB/windows/mscachev2_misconfiguration.md,reference,https://github.com/obscuritylabs/OS-CFDB,Standard: nist-800-53-controls,third-party-research
T-0288,third-party,obscuritylabs/OS-CFDB/windows/smb_signing_disabled.md,reference,https://github.com/obscuritylabs/OS-CFDB,Standard: nist-800-53-controls,third-party-research
T-0289,third-party,obscuritylabs/OS-CFDB/windows/weak_password_policy.md,reference,https://github.com/obscuritylabs/OS-CFDB,Standard: nist-800-53-controls,third-party-research
T-0290,third-party,obscuritylabs/OS-CFDB/windows/wpad_enabled.md,reference,https://github.com/obscuritylabs/OS-CFDB,Standard: nist-800-53-controls,third-party-research
T-0291,third-party,oimiragieo/agent-studio/.claude/skills/regulatory-compliance/references/research-requirements.md,reference,https://github.com/oimiragieo/agent-studio,Standard: soc-2-trust-criteria,third-party-research
T-0292,third-party,onestardao/WFGY/ProblemMap/Inverse_Atlas/FAQ.md,reference,https://github.com/onestardao/WFGY,Standard: atlas-attack,third-party-research
T-0293,third-party,OneUptime/blog/posts/2026-01-27-vault-audit-logging/README.md,reference,https://github.com/OneUptime/blog,Standard: soc-2-trust-criteria,third-party-research
T-0294,third-party,OpenAEV-Platform/injectors/ai-redteam/docs/CURATED_SCENARIOS.md,reference,https://github.com/OpenAEV-Platform/injectors,Standard: atlas-attack,third-party-research
T-0295,third-party,OpenAEV-Platform/injectors/ai-redteam/README.md,reference,https://github.com/OpenAEV-Platform/injectors,Standard: atlas-attack,third-party-research
T-0296,third-party,open-cluster-management-io/policy-collection/blogs/README.md,reference,https://github.com/open-cluster-management-io/policy-collection,Standard: nist-800-53-controls,third-party-research
T-0297,third-party,openl-tablets/openl-tablets/SECURITY.md,reference,https://github.com/openl-tablets/openl-tablets,Standard: cwe-top-25,third-party-research
T-0298,third-party,opensecurityarchitecture/osa-data/SECURITY.md,reference,https://github.com/opensecurityarchitecture/osa-data,Standard: nist-800-53-controls,third-party-research
T-0299,third-party,oss-compass/openchecker/docs/wiki/SBOM-Analysis.md,reference,https://github.com/oss-compass/openchecker,Standard: openssf-scorecard-criteria,third-party-research
T-0300,third-party,ossf-cve-benchmark/ossf-cve-benchmark/docs/FAQ.md,reference,https://github.com/ossf-cve-benchmark/ossf-cve-benchmark,Standard: cwe-79,third-party-research
T-0301,third-party,ossf/secure-sw-dev-fundamentals/toc.md,reference,https://github.com/ossf/secure-sw-dev-fundamentals,Standard: cwe-top-25,third-party-research
T-0302,third-party,ossf/wg-security-tooling/guide.md,reference,https://github.com/ossf/wg-security-tooling,Standard: owasp-top-10,third-party-research
T-0303,third-party,OtowoOrg/Stellar-K8s/docs/security/compliance-guide.md,reference,https://github.com/OtowoOrg/Stellar-K8s,Standard: soc-2-trust-criteria,third-party-research
T-0304,third-party,OWASP/AISVS/1.01-dev/en/0x03-Using-AISVS.md,reference,https://github.com/OWASP/AISVS,Standard: asvs-requirement,third-party-research
T-0305,third-party,OWASP/AISVS/1.0/en/0x03-Using-AISVS.md,reference,https://github.com/OWASP/AISVS,Standard: asvs-requirement,third-party-research
T-0306,third-party,OWASP/ASVS/5.0/en/0x03-What-is-the-ASVS.md,reference,https://github.com/OWASP/ASVS,Standard: asvs-requirement,third-party-research
T-0307,third-party,OWASP/ASVS/5.0/en/0x04-Assessment_and_Certification.md,reference,https://github.com/OWASP/ASVS,Standard: asvs-requirement,third-party-research
T-0308,third-party,OWASP/ASVS/5.0/tools/export.py,reference,https://github.com/OWASP/ASVS,Standard: asvs-requirement,third-party-research
T-0309,third-party,OWASP/ASVS/CONTRIBUTING.md,reference,https://github.com/OWASP/ASVS,Standard: asvs-requirement,third-party-research
T-0310,third-party,OWASP/ASVS/README.md,reference,https://github.com/OWASP/ASVS,Standard: asvs-requirement,third-party-research
T-0311,third-party,OWASP/DevGuide/docs/en/02-foundations/01-security-fundamentals.md,reference,https://github.com/OWASP/DevGuide,Standard: samm-model,third-party-research
T-0312,third-party,OWASP/DevGuide/docs/en/03-requirements/index.md,reference,https://github.com/OWASP/DevGuide,Standard: samm-model,third-party-research
T-0313,third-party,OWASP/DevGuide/docs/en/08-culture-process/03-samm.md,reference,https://github.com/OWASP/DevGuide,Standard: samm-model,third-party-research
T-0314,third-party,OWASP/DevGuide/docs/en/09-operations/index.md,reference,https://github.com/OWASP/DevGuide,Standard: samm-model,third-party-research
T-0315,third-party,OWASP/DevGuide/docs/en/11-security-gap-analysis/01-guides/01-samm.md,reference,https://github.com/OWASP/DevGuide,Standard: samm-model,third-party-research
T-0316,third-party,OWASP/DevSecOpsGuideline/current-version/2-Process/2-1-Design/2-1-2-Secure-design-and-requirements.md,reference,https://github.com/OWASP/DevSecOpsGuideline,Standard: asvs-requirement,third-party-research
T-0317,third-party,OWASP/open-sammy/README.md,reference,https://github.com/OWASP/open-sammy,Standard: samm-model,third-party-research
T-0318,third-party,OWASP/open-sammy/scripts/setup_database.sh,reference,https://github.com/OWASP/open-sammy,Standard: samm-model,third-party-research
T-0319,third-party,OWASP/open-sammy/scripts/sync_samm.sh,reference,https://github.com/OWASP/open-sammy,Standard: samm-model,third-party-research
T-0320,third-party,OWASP/owasp.github.io/_posts/2023-10-25-owasp-september-board.md,reference,https://github.com/OWASP/owasp.github.io,Standard: samm-model,third-party-research
T-0321,third-party,owaspsamm/website/content/en/blog/comparing-bsimm-and-samm.md,reference,https://github.com/owaspsamm/website,Standard: bsimm-framework,third-party-research
T-0322,third-party,OWASP/www-community/pages/initiatives/gsoc/gsoc2020ideas.md,reference,https://github.com/OWASP/www-community,Standard: samm-model,third-party-research
T-0323,third-party,OWASP/www-project-agentic-skills-top-10/ast04.md,reference,https://github.com/OWASP/www-project-agentic-skills-top-10,Standard: owasp-top-10,third-party-research
T-0324,third-party,OWASP/www-project-ai-testing-guide/index.md,reference,https://github.com/OWASP/www-project-ai-testing-guide,Standard: owasp-top-10,third-party-research
T-0325,third-party,OWASP/www-project-application-security-verification-standard/index.md,reference,https://github.com/OWASP/www-project-application-security-verification-standard,Standard: asvs-requirement,third-party-research
T-0326,third-party,OWASP/www-project-automated-threats-to-web-applications/tab_usecases.md,reference,https://github.com/OWASP/www-project-automated-threats-to-web-applications,Standard: pci-dss-requirements,third-party-research
T-0327,third-party,OWASP/www-project-kubernetes-top-ten/index.md,reference,https://github.com/OWASP/www-project-kubernetes-top-ten,Standard: owasp-top-10,third-party-research
T-0328,third-party,OWASP/www-project-mcp-top-10/index.md,reference,https://github.com/OWASP/www-project-mcp-top-10,Standard: owasp-top-10,third-party-research
T-0329,third-party,OWASP/www-project-promptme/index.md,reference,https://github.com/OWASP/www-project-promptme,Standard: owasp-top-10,third-party-research
T-0330,third-party,OWASP/www-project-samm/index.md,reference,https://github.com/OWASP/www-project-samm,Standard: samm-model,third-party-research
T-0331,third-party,OWASP/www-project-top-10-infrastructure-security-risks/index.md,reference,https://github.com/OWASP/www-project-top-10-infrastructure-security-risks,Standard: owasp-top-10,third-party-research
T-0332,third-party,OWASP/www-project-top-ten/index.md,reference,https://github.com/OWASP/www-project-top-ten,Standard: owasp-top-10,third-party-research
T-0333,third-party,OWASP/www-project-top-ten/info.md,reference,https://github.com/OWASP/www-project-top-ten,Standard: owasp-top-10,third-party-research
T-0334,third-party,pagseguro/pagseguro-modulo-prestashop/README.md,reference,https://github.com/pagseguro/pagseguro-modulo-prestashop,Standard: cwe-79,third-party-research
T-0335,third-party,pallavi-security/LLMSecurityGuard/architecture/Q&A,reference,https://github.com/pallavi-security/LLMSecurityGuard,Standard: atlas-attack,third-party-research
T-0336,third-party,paolapog/awesome-frontend-dev/owasp.md,reference,https://github.com/paolapog/awesome-frontend-dev,Standard: owasp-top-10,third-party-research
T-0337,third-party,PaulJPhilp/EffectPatterns/SECURITY.md,reference,https://github.com/PaulJPhilp/EffectPatterns,Standard: cwe-top-25,third-party-research
T-0338,third-party,Pharns/portfolio/docs/resume-full.md,reference,https://github.com/Pharns/portfolio,Standard: soc-2-trust-criteria,third-party-research
T-0339,third-party,pinkpixel-dev/skills-collection-1/SKILLS/analyzing-supply-chain-malware-artifacts/references/api-reference.md,reference,https://github.com/pinkpixel-dev/skills-collection-1,Standard: slsa-framework-levels,third-party-research
T-0340,third-party,postrv/narsil-mcp/npm/README.md,reference,https://github.com/postrv/narsil-mcp,Standard: cwe-top-25,third-party-research
T-0341,third-party,praiseordu/PCI-DSS-Compliance-Toolkit/Resources/Resources.md,reference,https://github.com/praiseordu/PCI-DSS-Compliance-Toolkit,Standard: pci-dss-requirements,third-party-research
T-0342,third-party,PrismorSec/prismor/PYPI.md,reference,https://github.com/PrismorSec/prismor,Standard: owasp-top-10,third-party-research
T-0343,third-party,projectdiscovery/vulnx/README.md,reference,https://github.com/projectdiscovery/vulnx,Standard: cvss-score,third-party-research
T-0344,third-party,project-repo/cagebreak/SECURITY.md,reference,https://github.com/project-repo/cagebreak,Standard: stride-threat,third-party-research
T-0345,third-party,purplepyram1d/WGU-D487-Secure-Software-Design/README.md,reference,https://github.com/purplepyram1d/WGU-D487-Secure-Software-Design,Standard: bsimm-framework,third-party-research
T-0346,third-party,Raoof128/SCSSIP/src/common/enums.py,reference,https://github.com/Raoof128/SCSSIP,Standard: slsa-framework-levels,third-party-research
T-0347,third-party,raselislam29/Security-Risk-Assessment-Project/artifacts/control_mapping.md,reference,https://github.com/raselislam29/Security-Risk-Assessment-Project,Standard: soc-2-trust-criteria,third-party-research
T-0348,third-party,redteam-project/sckg/README.md,reference,https://github.com/redteam-project/sckg,Standard: nist-800-53-controls,third-party-research
T-0349,third-party,reidmorrison/symmetric-encryption/docs/llms-full.txt,reference,https://github.com/reidmorrison/symmetric-encryption,Standard: pci-dss-requirements,third-party-research
T-0350,third-party,reidmorrison/symmetric-encryption/docs/security.md,reference,https://github.com/reidmorrison/symmetric-encryption,Standard: pci-dss-requirements,third-party-research
T-0351,third-party,revfactory/harness-100/README.md,reference,https://github.com/revfactory/harness-100,Standard: cwe-top-25,third-party-research
T-0352,third-party,RexRenatus/Deprecated-The-Art-Of-Language-V2/Data/Raw/001_cybersecurity/008_software-development-security/001_software-development-lifecycle-sdlc/003_Planning and Requirements/004_Maturity Assessment/002_BSIMM Capability Evaluation/flashcards/batch.json,reference,https://github.com/RexRenatus/Deprecated-The-Art-Of-Language-V2,Standard: bsimm-framework,third-party-research
T-0353,third-party,rhodejo/OSCP-Prep/CTF.md,reference,https://github.com/rhodejo/OSCP-Prep,Standard: owasp-top-10,third-party-research
T-0354,third-party,rhpds/ai-security-harness/docs/best-practice-assessment.md,reference,https://github.com/rhpds/ai-security-harness,Standard: openssf-scorecard-criteria,third-party-research
T-0355,third-party,riramar/hsecscan/README.md,reference,https://github.com/riramar/hsecscan,Standard: cwe-79,third-party-research
T-0356,third-party,riramar/hsecscan/TODO.md,reference,https://github.com/riramar/hsecscan,Standard: cvss-score,third-party-research
T-0357,third-party,RiskResponse/ciso-security-skills/ciso/references/appsec-governance.md,reference,https://github.com/RiskResponse/ciso-security-skills,Standard: pasta-risk,third-party-research
T-0358,third-party,rodriguezaa22ar-boop/atlas-trust-infrastructure/AGENTS.md,reference,https://github.com/rodriguezaa22ar-boop/atlas-trust-infrastructure,Standard: atlas-attack,third-party-research
T-0359,third-party,Roshan-Mallick/aegis-preflight-cli/docs/THREAT-MODEL.md,reference,https://github.com/Roshan-Mallick/aegis-preflight-cli,Standard: pasta-risk,third-party-research
T-0360,third-party,ROYCE-8425/Marketing_social/artifacts/task-runs/FOSS-CONVERSION-001/implementation-report.md,reference,https://github.com/ROYCE-8425/Marketing_social,Standard: openssf-scorecard-criteria,third-party-research
T-0361,third-party,ROYCE-8425/open_source/artifacts/task-runs/FOSS-CONVERSION-001/implementation-report.md,reference,https://github.com/ROYCE-8425/open_source,Standard: openssf-scorecard-criteria,third-party-research
T-0362,third-party,royishan871-design/cyberguard-x/frontend/src/features/copilot/CopilotView.tsx,reference,https://github.com/royishan871-design/cyberguard-x,Standard: fair-risk-metrics,third-party-research
T-0363,third-party,Salesforce-Security-Benchmark/docs-site/index.md,reference,https://github.com/Salesforce-Security-Benchmark/docs-site,Standard: iso-27001-controls,third-party-research
T-0364,third-party,sametsazak/mergen/mergen-cli/cmd/root.go,reference,https://github.com/sametsazak/mergen,Standard: cis-benchmark-controls,third-party-research
T-0365,third-party,sametsazak/mergen/mergen-cli/cmd/scan.go,reference,https://github.com/sametsazak/mergen,Standard: cis-benchmark-controls,third-party-research
T-0366,third-party,sametsazak/mergen/README.md,reference,https://github.com/sametsazak/mergen,Standard: cis-benchmark-controls,third-party-research
T-0367,third-party,samratp/BITS-WILP-CloudComputing/Secure Software Engineering/0020 - Security Assurance Maturity Models.md,reference,https://github.com/samratp/BITS-WILP-CloudComputing,Standard: bsimm-framework,third-party-research
T-0368,third-party,Samsung/Wits/CHANGELOG.md,reference,https://github.com/Samsung/Wits,Standard: cwe-22,third-party-research
T-0369,third-party,santhoshkumariicse-gif/SentinelX-ai/docs/platform-role-based-workspaces.md,reference,https://github.com/santhoshkumariicse-gif/SentinelX-ai,Standard: fair-risk-metrics,third-party-research
T-0370,third-party,sawrus/agent-guides/areas/software/security/AGENTS.md,reference,https://github.com/sawrus/agent-guides,Standard: iso-27001-controls,third-party-research
T-0371,third-party,sckg/sckg/README.md,reference,https://github.com/sckg/sckg,Standard: nist-800-53-controls,third-party-research
T-0372,third-party,scovetta/oss-supply-chain/contents/book2/chapter-21/index.md,reference,https://github.com/scovetta/oss-supply-chain,Standard: slsa-framework-levels,third-party-research
T-0373,third-party,sebastienrousseau/rlg/docs/adr/0005-sigstore-and-sbom.md,reference,https://github.com/sebastienrousseau/rlg,Standard: slsa-framework-levels,third-party-research
T-0374,third-party,securitycipher/penetration-testing-roadmap/Intro.md,reference,https://github.com/securitycipher/penetration-testing-roadmap,Standard: owasp-top-10,third-party-research
T-0375,third-party,SecurityM/IntegrityGap/README.md,reference,https://github.com/SecurityM/IntegrityGap,Standard: pasta-risk,third-party-research
T-0376,third-party,SHAdd0WTAka/Zen-Ai-Pentest/audit/compliance.py,reference,https://github.com/SHAdd0WTAka/Zen-Ai-Pentest,Standard: pci-dss-requirements,third-party-research
T-0377,third-party,SHAdd0WTAka/Zen-Ai-Pentest/docs/SECURITY.md,reference,https://github.com/SHAdd0WTAka/Zen-Ai-Pentest,Standard: iso-27001-controls,third-party-research
T-0378,third-party,SHAdd0WTAka/Zen-Ai-Pentest/references/safety_requirements.md,reference,https://github.com/SHAdd0WTAka/Zen-Ai-Pentest,Standard: iso-27001-controls,third-party-research
T-0379,third-party,SHAdd0WTAka/Zen-Ai-Pentest/security/hardening_guide.md,reference,https://github.com/SHAdd0WTAka/Zen-Ai-Pentest,Standard: iso-27001-controls,third-party-research
T-0380,third-party,shende12rahul2/cicd-streamlit/.github/workflows/scorecard.yml,reference,https://github.com/shende12rahul2/cicd-streamlit,Standard: openssf-scorecard-criteria,third-party-research
T-0381,third-party,soajs/soajs/CHANGELOG.md,reference,https://github.com/soajs/soajs,Standard: cwe-top-25,third-party-research
T-0382,third-party,soajs/soajs/SECURITY.md,reference,https://github.com/soajs/soajs,Standard: cwe-top-25,third-party-research
T-0383,third-party,stevehansen/csv/CLAUDE.md,reference,https://github.com/stevehansen/csv,Standard: stride-threat,third-party-research
T-0384,third-party,stevehansen/csv/STRIDE.md,reference,https://github.com/stevehansen/csv,Standard: stride-threat,third-party-research
T-0385,third-party,streamaserver/streama/SECURITY.md,reference,https://github.com/streamaserver/streama,Standard: cwe-22,third-party-research
T-0386,third-party,suguru03/made-in-japan/docs/Shell.md,reference,https://github.com/suguru03/made-in-japan,Standard: pci-dss-requirements,third-party-research
T-0387,third-party,sushink70/sde-notes/cloud native/overview.md,reference,https://github.com/sushink70/sde-notes,Standard: slsa-framework-levels,third-party-research
T-0388,third-party,synaptent/aragora/docs/security/PENTEST_SCOPE.md,reference,https://github.com/synaptent/aragora,Standard: soc-2-trust-criteria,third-party-research
T-0389,third-party,talosprotocol/talos/SECURITY.md,reference,https://github.com/talosprotocol/talos,Standard: iso-27001-controls,third-party-research
T-0390,third-party,TeamStarWolf/TeamStarWolf/disciplines/devsecops.md,reference,https://github.com/TeamStarWolf/TeamStarWolf,Standard: slsa-framework-levels,third-party-research
T-0391,third-party,temm1e-labs/temm1e/README.md,reference,https://github.com/temm1e-labs/temm1e,Standard: stride-threat,third-party-research
T-0392,third-party,Tencent/AICGSecEval/README.md,reference,https://github.com/Tencent/AICGSecEval,Standard: cwe-top-25,third-party-research
T-0393,third-party,Tencent/AICGSecEval/README_zh.md,reference,https://github.com/Tencent/AICGSecEval,Standard: cwe-top-25,third-party-research
T-0394,third-party,ThamJiaHe/claude-code-handbook/INDEX.md,reference,https://github.com/ThamJiaHe/claude-code-handbook,Standard: stride-threat,third-party-research
T-0395,third-party,thechangelog/transcripts/gotime/go-time-51.md,reference,https://github.com/thechangelog/transcripts,Standard: cwe-top-25,third-party-research
T-0396,third-party,TheGejr/SpringShell/README.md,reference,https://github.com/TheGejr/SpringShell,Standard: cvss-score,third-party-research
T-0397,third-party,TheGroundZero/openvasreporting/README.md,reference,https://github.com/TheGroundZero/openvasreporting,Standard: cvss-score,third-party-research
T-0398,third-party,theopenlane/awesome-compliance/docs/README.md,reference,https://github.com/theopenlane/awesome-compliance,Standard: iso-27001-controls,third-party-research
T-0399,third-party,thmrevenant/tryhackme/rooms/log operations.txt,reference,https://github.com/thmrevenant/tryhackme,Standard: pci-dss-requirements,third-party-research
T-0400,third-party,TikiTribe/claude-secure-coding-rules/README.md,reference,https://github.com/TikiTribe/claude-secure-coding-rules,Standard: cwe-top-25,third-party-research
T-0401,third-party,tnballo/high-assurance-rust/src/chp2/limits.md,reference,https://github.com/tnballo/high-assurance-rust,Standard: cwe-top-25,third-party-research
T-0402,third-party,tonl-dev/tonl/SECURITY.md,reference,https://github.com/tonl-dev/tonl,Standard: cwe-22,third-party-research
T-0403,third-party,tonone-ai/tonone/skills/blue-harden/SKILL.md,reference,https://github.com/tonone-ai/tonone,Standard: cis-benchmark-controls,third-party-research
T-0404,third-party,tonone-ai/tonone/team/blue/skills/blue-harden/SKILL.md,reference,https://github.com/tonone-ai/tonone,Standard: cis-benchmark-controls,third-party-research
T-0405,third-party,Tr3kkR/Yuzu/.claude/agents/compliance-officer.md,reference,https://github.com/Tr3kkR/Yuzu,Standard: soc-2-trust-criteria,third-party-research
T-0406,third-party,trackawesomelist/trackawesomelist/content/2025/04/23/README.md,reference,https://github.com/trackawesomelist/trackawesomelist,Standard: pci-dss-requirements,third-party-research
T-0407,third-party,trackawesomelist/trackawesomelist/content/2025/17/README.md,reference,https://github.com/trackawesomelist/trackawesomelist,Standard: pci-dss-requirements,third-party-research
T-0408,third-party,transilienceai/communitytools/README.md,reference,https://github.com/transilienceai/communitytools,Standard: cwe-top-25,third-party-research
T-0409,third-party,trickest/cve/2023/CVE-2023-1956.md,reference,https://github.com/trickest/cve,Standard: cwe-22,third-party-research
T-0410,third-party,trimstray/the-book-of-secret-knowledge/README.md,reference,https://github.com/trimstray/the-book-of-secret-knowledge,Standard: asvs-requirement,third-party-research
T-0411,third-party,TURROKS/CVE_Prioritizer/README.md,reference,https://github.com/TURROKS/CVE_Prioritizer,Standard: cvss-score,third-party-research
T-0412,third-party,Tyaoo/picker/archive/daily/2023/2023-03-01.md,reference,https://github.com/Tyaoo/picker,Standard: pci-dss-requirements,third-party-research
T-0413,third-party,Tyaoo/picker/archive/daily/2025/2025-01-13.md,reference,https://github.com/Tyaoo/picker,Standard: pci-dss-requirements,third-party-research
T-0414,third-party,tzengshinfu/CSSLP_24825/Classroom-Based CSSLP Official ISC2 Textbook/page_011_.html,reference,https://github.com/tzengshinfu/CSSLP_24825,Standard: bsimm-framework,third-party-research
T-0415,third-party,uldyssian-sh/vmware-vsphere-8-cis-benchmark/CHANGELOG.md,reference,https://github.com/uldyssian-sh/vmware-vsphere-8-cis-benchmark,Standard: cis-benchmark-controls,third-party-research
T-0416,third-party,umutphp/famous-bugs/README.md,reference,https://github.com/umutphp/famous-bugs,Standard: cvss-score,third-party-research
T-0417,third-party,UnicisTech/unicis-platform-ce/docs/mcp-implementation-plan.md,reference,https://github.com/UnicisTech/unicis-platform-ce,Standard: iso-27001-controls,third-party-research
T-0418,third-party,usemanusai/free-deep-research/docs/architecture/compliance-framework.md,reference,https://github.com/usemanusai/free-deep-research,Standard: soc-2-trust-criteria,third-party-research
T-0419,third-party,Vasco0x4/AIDA/backend/api/asvs_requirements.py,reference,https://github.com/Vasco0x4/AIDA,Standard: asvs-requirement,third-party-research
T-0420,third-party,Vasco0x4/AIDA/backend/models/asvs_requirement.py,reference,https://github.com/Vasco0x4/AIDA,Standard: asvs-requirement,third-party-research
T-0421,third-party,Vasco0x4/AIDA/backend/schemas/asvs_requirement.py,reference,https://github.com/Vasco0x4/AIDA,Standard: asvs-requirement,third-party-research
T-0422,third-party,Vasco0x4/AIDA/backend/services/asvs_service.py,reference,https://github.com/Vasco0x4/AIDA,Standard: asvs-requirement,third-party-research
T-0423,third-party,Vasco0x4/AIDA/backend/websocket/events.py,reference,https://github.com/Vasco0x4/AIDA,Standard: asvs-requirement,third-party-research
T-0424,third-party,Vasco0x4/AIDA/Docs/PrePrompt-ASVS.txt,reference,https://github.com/Vasco0x4/AIDA,Standard: asvs-requirement,third-party-research
T-0425,third-party,vasilyu1983/AI-Agents-public/frameworks/shared-skills/skills/dev-dependency-management/assets/automation/template-supply-chain-security.md,reference,https://github.com/vasilyu1983/AI-Agents-public,Standard: slsa-framework-levels,third-party-research
T-0426,third-party,vhscom/private-landing/CHANGELOG.md,reference,https://github.com/vhscom/private-landing,Standard: stride-threat,third-party-research
T-0427,third-party,violasarah2000/ai-blog-generator/docs/ARCHITECTURE.md,reference,https://github.com/violasarah2000/ai-blog-generator,Standard: pasta-risk,third-party-research
T-0428,third-party,Vu1nT0tal/yarb/archive/2023/2023-03-01.md,reference,https://github.com/Vu1nT0tal/yarb,Standard: pci-dss-requirements,third-party-research
T-0429,third-party,Vu1nT0tal/yarb/archive/2025/2025-01-13.md,reference,https://github.com/Vu1nT0tal/yarb,Standard: pci-dss-requirements,third-party-research
T-0430,third-party,vulnersCom/zabbix-threat-control/AGENTS.md,reference,https://github.com/vulnersCom/zabbix-threat-control,Standard: cvss-score,third-party-research
T-0431,third-party,wadew/claude_code/claude_skills/threat-modeling-expert.md,reference,https://github.com/wadew/claude_code,Standard: pasta-risk,third-party-research
T-0432,third-party,wargio/fufluns/DOCS.md,reference,https://github.com/wargio/fufluns,Standard: cvss-score,third-party-research
T-0433,third-party,wazuh/wazuh-documentation/source/compliance/nist/active-response.rst,reference,https://github.com/wazuh/wazuh-documentation,Standard: nist-800-53-controls,third-party-research
T-0434,third-party,wazuh/wazuh-documentation/source/compliance/nist/index.rst,reference,https://github.com/wazuh/wazuh-documentation,Standard: nist-800-53-controls,third-party-research
T-0435,third-party,wazuh/wazuh-documentation/source/compliance/nist/log-data-analysis.rst,reference,https://github.com/wazuh/wazuh-documentation,Standard: nist-800-53-controls,third-party-research
T-0436,third-party,wazuh/wazuh-documentation/source/compliance/nist/threat-intelligence.rst,reference,https://github.com/wazuh/wazuh-documentation,Standard: nist-800-53-controls,third-party-research
T-0437,third-party,windagency/valora.ai/packages/valora-plugin-secops/agents/secops-engineer.md,reference,https://github.com/windagency/valora.ai,Standard: slsa-framework-levels,third-party-research
T-0438,third-party,wshobson/maverick-mcp/SECURITY.md,reference,https://github.com/wshobson/maverick-mcp,Standard: cwe-top-25,third-party-research
T-0439,third-party,x-glacier/kali-pentest/kali-pentest/references/playbooks/reporting-workflow.md,reference,https://github.com/x-glacier/kali-pentest,Standard: soc-2-trust-criteria,third-party-research
T-0440,third-party,xwtro0tk1t-cloud/harness/README.md,reference,https://github.com/xwtro0tk1t-cloud/harness,Standard: cwe-89,third-party-research
T-0441,third-party,xwtro0tk1t-cloud/harness/SKILL.md,reference,https://github.com/xwtro0tk1t-cloud/harness,Standard: owasp-top-10,third-party-research
T-0442,third-party,yandex-cloud/docs/en/_includes/security/conform.md,reference,https://github.com/yandex-cloud/docs,Standard: pci-dss-requirements,third-party-research
